Game Number,Agent Name,Balance,Games Won
102,Agent 787,0.0,1
102,Agent 788,0.0,1
102,Agent 717,105140.05384802123,5
103,Agent 717,0.0,5
103,Agent 798,0.0,0
103,Agent 799,0.0,0
103,Agent 800,156097.0,1
103,Agent 801,0.0,0
103,Agent 802,0.0,0
103,Agent 803,0.0,0
103,Agent 804,0.0,0
103,Agent 805,0.0,0
103,Agent 793,33842.27256897307,1
104,Agent 793,0.0,1
104,Agent 806,0.0,0
104,Agent 809,0.0,0
104,Agent 810,0.0,0
104,Agent 811,149218.0,1
104,Agent 812,0.0,0
104,Agent 813,0.0,0
104,Agent 800,72519.048,1
105,Agent 814,0.0,0
105,Agent 815,0.0,0
105,Agent 816,0.0,0
105,Agent 817,0.0,0
105,Agent 818,0.0,0
105,Agent 819,0.0,0
105,Agent 820,0.0,0
105,Agent 821,0.0,0
105,Agent 811,229317.6,2
106,Agent 822,0.0,0
106,Agent 823,0.0,0
106,Agent 824,0.0,0
106,Agent 825,0.0,0
106,Agent 826,0.0,0
106,Agent 827,0.0,0
106,Agent 828,0.0,0
106,Agent 829,0.0,0
106,Agent 830,100000.0,1
106,Agent 811,219317.6,2
107,Agent 811,151034.32,2
107,Agent 831,0.0,0
107,Agent 832,0.0,0
107,Agent 833,0.0,0
107,Agent 834,0.0,0
107,Agent 835,0.0,0
107,Agent 836,189380.0,1
107,Agent 837,0.0,0
107,Agent 838,0.0,0
107,Agent 830,31716.72,1
108,Agent 830,226053.0,2
108,Agent 839,0.0,0
108,Agent 840,0.0,0
108,Agent 841,0.0,0
108,Agent 843,0.0,0
108,Agent 844,0.0,0
108,Agent 845,0.0,0
108,Agent 811,44501.98599999999,2
108,Agent 836,82847.66600000001,1
109,Agent 811,0.0,2
109,Agent 836,0.0,1
109,Agent 846,205814.0,1
109,Agent 847,0.0,0
109,Agent 848,0.0,0
109,Agent 849,0.0,0
109,Agent 850,0.0,0
109,Agent 851,0.0,0
109,Agent 852,0.0,0
109,Agent 830,24581.9595474,2
110,Agent 830,0.0,2
110,Agent 853,0.0,0
110,Agent 854,0.0,0
110,Agent 855,0.0,0
110,Agent 857,0.0,0
110,Agent 858,0.0,0
110,Agent 859,0.0,0
110,Agent 860,0.0,0
110,Agent 846,300393.432427156,2
111,Agent 861,0.0,0
111,Agent 862,0.0,0
111,Agent 863,0.0,0
111,Agent 864,0.0,0
111,Agent 865,0.0,0
111,Agent 866,0.0,0
111,Agent 867,68091.0,1
111,Agent 868,0.0,0
111,Agent 869,68091.0,1
111,Agent 846,254209.88918444043,2
112,Agent 869,2660.256000000001,1
112,Agent 846,188779.14518444042,2
112,Agent 870,0.0,0
112,Agent 871,0.0,0
112,Agent 872,0.0,0
112,Agent 873,0.0,0
112,Agent 874,0.0,0
112,Agent 875,0.0,0
112,Agent 876,233355.0,1
112,Agent 867,2660.256,1
113,Agent 867,0.0,1
113,Agent 877,0.0,0
113,Agent 878,0.0,0
113,Agent 879,0.0,0
113,Agent 880,0.0,0
113,Agent 881,0.0,0
113,Agent 882,0.0,0
113,Agent 869,0.0,1
113,Agent 846,0.0,2
113,Agent 876,487452.34192622383,2
114,Agent 883,0.0,0
114,Agent 884,0.0,0
114,Agent 885,0.0,0
114,Agent 886,0.0,0
114,Agent 887,0.0,0
114,Agent 888,458089.0,1
114,Agent 889,0.0,0
114,Agent 890,0.0,0
114,Agent 891,0.0,0
114,Agent 876,119363.08548155596,2
115,Agent 892,0.0,0
115,Agent 893,0.0,0
115,Agent 894,0.0,0
115,Agent 895,0.0,0
115,Agent 896,0.0,0
115,Agent 897,0.0,0
115,Agent 898,0.0,0
115,Agent 899,0.0,0
115,Agent 888,348541.5922117841,1
115,Agent 876,308909.67769334005,3
116,Agent 876,101292.38526995841,3
116,Agent 900,444588.0,1
116,Agent 901,0.0,0
116,Agent 902,0.0,0
116,Agent 903,0.0,0
116,Agent 904,0.0,0
116,Agent 905,0.0,0
116,Agent 906,0.0,0
116,Agent 907,0.0,0
116,Agent 888,140924.29978840245,1
117,Agent 888,0.0,1
117,Agent 908,114447.0,1
117,Agent 909,0.0,0
117,Agent 910,0.0,0
117,Agent 911,114447.0,1
117,Agent 912,0.0,0
117,Agent 913,0.0,0
117,Agent 914,0.0,0
117,Agent 876,0.0,3
117,Agent 900,55529.072348752234,1
118,Agent 900,0.0,1
118,Agent 915,0.0,0
118,Agent 916,0.0,0
118,Agent 917,0.0,0
118,Agent 918,0.0,0
118,Agent 919,62839.0,1
118,Agent 920,0.0,0
118,Agent 921,62839.0,1
118,Agent 908,7030.676037266963,1
118,Agent 911,7030.676037266949,1
119,Agent 921,21189.36,1
119,Agent 908,0.0,1
119,Agent 911,0.0,1
119,Agent 922,0.0,0
119,Agent 923,0.0,0
119,Agent 924,125575.0,1
119,Agent 925,0.0,0
119,Agent 926,0.0,0
119,Agent 927,0.0,0
119,Agent 919,21189.36,1
120,Agent 919,0.0,1
120,Agent 928,0.0,0
120,Agent 929,0.0,0
120,Agent 930,63418.0,1
120,Agent 931,0.0,0
120,Agent 932,0.0,0
120,Agent 933,0.0,0
120,Agent 934,63418.0,1
120,Agent 921,0.0,1
120,Agent 924,26937.6724,1
121,Agent 934,2182.6560000000027,1
121,Agent 924,217537.0,2
121,Agent 935,0.0,0
121,Agent 936,0.0,0
121,Agent 937,0.0,0
121,Agent 938,0.0,0
121,Agent 939,0.0,0
121,Agent 940,0.0,0
121,Agent 941,0.0,0
121,Agent 930,2182.6560000000013,1
122,Agent 924,104698.5,2
122,Agent 930,0.0,1
122,Agent 942,0.0,0
122,Agent 943,187203.0,1
122,Agent 944,0.0,0
122,Agent 945,0.0,0
122,Agent 946,0.0,0
122,Agent 947,0.0,0
122,Agent 948,0.0,0
122,Agent 934,0.0,1
123,Agent 943,120383.9,1
123,Agent 949,0.0,0
123,Agent 950,0.0,0
123,Agent 951,0.0,0
123,Agent 952,0.0,0
123,Agent 953,0.0,0
123,Agent 954,213638.0,1
123,Agent 955,0.0,0
123,Agent 956,0.0,0
123,Agent 924,37879.4,2
124,Agent 954,64314.54863999999,1
124,Agent 924,0.0,2
124,Agent 957,0.0,0
124,Agent 958,132418.0,1
124,Agent 959,0.0,0
124,Agent 960,0.0,0
124,Agent 961,0.0,0
124,Agent 962,0.0,0
124,Agent 963,0.0,0
124,Agent 943,0.0,1
125,Agent 958,45465.70622400001,1
125,Agent 964,0.0,0
125,Agent 965,0.0,0
125,Agent 966,0.0,0
125,Agent 967,0.0,0
125,Agent 968,0.0,0
125,Agent 969,0.0,0
125,Agent 970,0.0,0
125,Agent 971,231266.0,1
125,Agent 954,0.0,1
126,Agent 971,101094.1307884,1
126,Agent 973,0.0,0
126,Agent 974,0.0,0
126,Agent 975,0.0,0
126,Agent 976,0.0,0
126,Agent 977,0.0,0
126,Agent 978,140901.0,1
126,Agent 979,0.0,0
126,Agent 958,0.0,1
127,Agent 978,130901.0,1
127,Agent 980,0.0,0
127,Agent 981,100000.0,1
127,Agent 982,0.0,0
127,Agent 983,0.0,0
127,Agent 984,0.0,0
127,Agent 985,0.0,0
127,Agent 986,0.0,0
127,Agent 987,0.0,0
127,Agent 971,91094.1307884,1
128,Agent 981,0.0,1
128,Agent 971,0.0,1
128,Agent 988,0.0,0
128,Agent 989,0.0,0
128,Agent 990,0.0,0
128,Agent 991,0.0,0
128,Agent 992,0.0,0
128,Agent 993,0.0,0
128,Agent 994,169850.0,1
128,Agent 978,19753.434605799997,1
129,Agent 978,0.0,1
129,Agent 995,0.0,0
129,Agent 996,0.0,0
129,Agent 997,0.0,0
129,Agent 998,0.0,0
129,Agent 999,0.0,0
129,Agent 1000,0.0,0
129,Agent 1001,0.0,0
129,Agent 1002,0.0,0
129,Agent 994,269602.72826971,2
130,Agent 1003,0.0,0
130,Agent 1004,0.0,0
130,Agent 1005,203247.0,1
130,Agent 1006,0.0,0
130,Agent 1007,0.0,0
130,Agent 1008,0.0,0
130,Agent 1009,0.0,0
130,Agent 1010,0.0,0
130,Agent 1011,0.0,0
130,Agent 994,18762.67643541912,2
