Game Number,Agent Name,Balance,Games Won
264,Agent 2064,10000,0
265,Agent 2064,228486.0,1
265,Agent 2047,282735.5911072,2
265,Agent 2065,10000,0
265,Agent 2066,10000,0
265,Agent 2067,10000,0
265,Agent 2068,10000,0
265,Agent 2069,10000,0
265,Agent 2070,10000,0
265,Agent 2071,10000,0
265,Agent 2072,10000,0
266,Agent 2047,39716.899983237134,2
266,Agent 2066,172457.0,1
266,Agent 2073,10000,0
266,Agent 2074,10000,0
266,Agent 2075,10000,0
266,Agent 2076,10000,0
266,Agent 2077,10000,0
266,Agent 2078,10000,0
266,Agent 2079,10000,0
266,Agent 2080,10000,0
267,Agent 2066,127833.12,1
267,Agent 2075,164340.0,1
267,Agent 2081,10000,0
267,Agent 2082,10000,0
267,Agent 2083,10000,0
267,Agent 2084,10000,0
267,Agent 2085,10000,0
267,Agent 2086,10000,0
267,Agent 2087,10000,0
267,Agent 2088,10000,0
268,Agent 2075,53522.390400000004,1
268,Agent 2084,172420.0,1
268,Agent 2066,17015.5104,1
268,Agent 2089,10000,0
268,Agent 2090,10000,0
268,Agent 2091,10000,0
268,Agent 2092,10000,0
268,Agent 2093,10000,0
268,Agent 2094,10000,0
268,Agent 2095,10000,0
269,Agent 2084,59448.8048,1
269,Agent 2090,163746.0,1
269,Agent 2096,10000,0
269,Agent 2097,10000,0
269,Agent 2098,10000,0
269,Agent 2099,10000,0
269,Agent 2100,10000,0
269,Agent 2101,10000,0
269,Agent 2102,10000,0
269,Agent 2103,10000,0
270,Agent 2090,102109.0,1
270,Agent 2096,201085.0,1
270,Agent 2104,10000,0
270,Agent 2105,10000,0
270,Agent 2106,10000,0
270,Agent 2107,10000,0
270,Agent 2108,10000,0
270,Agent 2109,10000,0
270,Agent 2110,10000,0
270,Agent 2111,10000,0
271,Agent 2107,187209.0,1
271,Agent 2096,14308.875,1
271,Agent 2112,10000,0
271,Agent 2113,10000,0
271,Agent 2114,10000,0
271,Agent 2115,10000,0
271,Agent 2116,10000,0
271,Agent 2117,10000,0
271,Agent 2118,10000,0
271,Agent 2119,10000,0
272,Agent 2118,122895.0,1
272,Agent 2107,158622.3,1
272,Agent 2120,10000,0
272,Agent 2121,10000,0
272,Agent 2122,10000,0
272,Agent 2123,10000,0
272,Agent 2124,10000,0
272,Agent 2125,10000,0
272,Agent 2126,10000,0
272,Agent 2127,10000,0
273,Agent 2122,912.384,0
273,Agent 2123,912.384,0
273,Agent 2124,912.384,0
273,Agent 2125,912.384,0
273,Agent 2126,912.384,0
273,Agent 2127,912.384,0
273,Agent 2118,113807.384,1
273,Agent 2107,149534.68399999998,1
273,Agent 2120,91788.384,1
273,Agent 2121,912.3839999999998,0
274,Agent 2107,25476.202490879994,1
274,Agent 2120,336040.0,2
274,Agent 2128,10000,0
274,Agent 2129,10000,0
274,Agent 2130,10000,0
274,Agent 2131,10000,0
274,Agent 2132,10000,0
274,Agent 2133,10000,0
274,Agent 2134,10000,0
274,Agent 2135,10000,0
275,Agent 2120,441514.5139252736,3
275,Agent 2136,10000,0
275,Agent 2137,10000,0
275,Agent 2138,10000,0
275,Agent 2139,10000,0
275,Agent 2140,10000,0
275,Agent 2141,10000,0
275,Agent 2142,10000,0
275,Agent 2143,10000,0
275,Agent 2144,10000,0
276,Agent 2141,275141.0,1
276,Agent 2120,128186.55417758207,3
276,Agent 2145,10000,0
276,Agent 2146,10000,0
276,Agent 2147,10000,0
276,Agent 2148,10000,0
276,Agent 2149,10000,0
276,Agent 2150,10000,0
276,Agent 2151,10000,0
276,Agent 2152,10000,0
277,Agent 2141,483326.33374672534,2
277,Agent 2153,10000,0
277,Agent 2154,10000,0
277,Agent 2155,10000,0
277,Agent 2156,10000,0
277,Agent 2157,10000,0
277,Agent 2158,10000,0
277,Agent 2159,10000,0
277,Agent 2160,10000,0
277,Agent 2161,10000,0
278,Agent 2154,100000.0,1
278,Agent 2141,473326.33374672534,2
278,Agent 2162,10000,0
278,Agent 2163,10000,0
278,Agent 2164,10000,0
278,Agent 2165,10000,0
278,Agent 2166,10000,0
278,Agent 2167,10000,0
278,Agent 2168,10000,0
278,Agent 2169,10000,0
279,Agent 2141,394926.33374672534,2
279,Agent 2168,236800.0,1
279,Agent 2154,21600.0,1
279,Agent 2170,10000,0
279,Agent 2171,10000,0
279,Agent 2172,10000,0
279,Agent 2173,10000,0
279,Agent 2174,10000,0
279,Agent 2175,10000,0
279,Agent 2176,10000,0
280,Agent 2176,81050.0,1
280,Agent 2141,376001.33374672534,2
280,Agent 2168,217875.0,1
280,Agent 2154,2675.0,1
280,Agent 2177,10000,0
280,Agent 2178,10000,0
280,Agent 2179,10000,0
280,Agent 2180,10000,0
280,Agent 2181,10000,0
280,Agent 2182,10000,0
281,Agent 2141,80544.53349869011,2
281,Agent 2179,361700.0,1
281,Agent 2183,10000,0
281,Agent 2184,10000,0
281,Agent 2185,10000,0
281,Agent 2186,10000,0
281,Agent 2187,10000,0
281,Agent 2188,10000,0
281,Agent 2189,10000,0
281,Agent 2190,10000,0
282,Agent 2187,243140.0,1
282,Agent 2179,223283.2,1
282,Agent 2191,10000,0
282,Agent 2192,10000,0
282,Agent 2193,10000,0
282,Agent 2194,10000,0
282,Agent 2195,10000,0
282,Agent 2196,10000,0
282,Agent 2197,10000,0
282,Agent 2198,10000,0
283,Agent 2179,9887.025599999994,1
283,Agent 2192,297569.0,1
283,Agent 2187,29743.825599999996,1
283,Agent 2199,10000,0
283,Agent 2200,10000,0
283,Agent 2201,10000,0
283,Agent 2202,10000,0
283,Agent 2203,10000,0
283,Agent 2204,10000,0
283,Agent 2205,10000,0
284,Agent 2204,116091.0,1
284,Agent 2192,84469.9880064,1
284,Agent 2206,10000,0
284,Agent 2207,10000,0
284,Agent 2208,10000,0
284,Agent 2209,10000,0
284,Agent 2210,10000,0
284,Agent 2211,10000,0
284,Agent 2212,10000,0
284,Agent 2213,10000,0
285,Agent 2206,154113.0,1
285,Agent 2204,49827.75298805759,1
285,Agent 2192,18206.7409944576,1
285,Agent 2214,10000,0
285,Agent 2215,10000,0
285,Agent 2216,10000,0
285,Agent 2217,10000,0
285,Agent 2218,10000,0
285,Agent 2219,10000,0
285,Agent 2220,10000,0
286,Agent 2217,196085.0,1
286,Agent 2206,24015.425000000003,1
286,Agent 2221,10000,0
286,Agent 2222,10000,0
286,Agent 2223,10000,0
286,Agent 2224,10000,0
286,Agent 2225,10000,0
286,Agent 2226,10000,0
286,Agent 2227,10000,0
286,Agent 2228,10000,0
287,Agent 2228,151432.0,1
287,Agent 2217,22300.199999999997,1
287,Agent 2229,10000,0
287,Agent 2230,10000,0
287,Agent 2231,10000,0
287,Agent 2232,10000,0
287,Agent 2233,10000,0
287,Agent 2234,10000,0
287,Agent 2235,10000,0
287,Agent 2236,10000,0
288,Agent 2236,143737.0,1
288,Agent 2228,52797.695999999996,1
288,Agent 2237,10000,0
288,Agent 2238,10000,0
288,Agent 2239,10000,0
288,Agent 2240,10000,0
288,Agent 2241,10000,0
288,Agent 2242,10000,0
288,Agent 2243,10000,0
288,Agent 2244,10000,0
289,Agent 2242,196753.0,1
289,Agent 2236,47868.84,1
289,Agent 2245,10000,0
289,Agent 2246,10000,0
289,Agent 2247,10000,0
289,Agent 2248,10000,0
289,Agent 2249,10000,0
289,Agent 2250,10000,0
289,Agent 2251,10000,0
289,Agent 2252,10000,0
290,Agent 2246,132238.0,1
290,Agent 2242,156713.99440000003,1
290,Agent 2236,7829.834399999999,1
290,Agent 2253,10000,0
290,Agent 2254,10000,0
290,Agent 2255,10000,0
290,Agent 2256,10000,0
290,Agent 2257,10000,0
290,Agent 2258,10000,0
290,Agent 2259,10000,0
291,Agent 2257,219789.0,1
291,Agent 2246,985.588319999988,1
291,Agent 2242,25461.582720000006,1
291,Agent 2260,10000,0
291,Agent 2261,10000,0
291,Agent 2262,10000,0
291,Agent 2263,10000,0
291,Agent 2264,10000,0
291,Agent 2265,10000,0
291,Agent 2266,10000,0
292,Agent 2266,124869.0,1
292,Agent 2257,103337.694,1
292,Agent 2267,10000,0
292,Agent 2268,10000,0
292,Agent 2269,10000,0
292,Agent 2270,10000,0
292,Agent 2271,10000,0
292,Agent 2272,10000,0
292,Agent 2273,10000,0
292,Agent 2274,10000,0
293,Agent 2257,5977.254000000001,1
293,Agent 2272,192195.0,1
293,Agent 2266,27508.559999999998,1
293,Agent 2275,10000,0
293,Agent 2276,10000,0
293,Agent 2277,10000,0
293,Agent 2278,10000,0
293,Agent 2279,10000,0
293,Agent 2280,10000,0
293,Agent 2281,10000,0
294,Agent 2272,50616.041280000005,1
294,Agent 2266,223372.0,2
294,Agent 2282,10000,0
294,Agent 2283,10000,0
294,Agent 2284,10000,0
294,Agent 2285,10000,0
294,Agent 2286,10000,0
294,Agent 2287,10000,0
294,Agent 2288,10000,0
294,Agent 2289,10000,0
295,Agent 2289,115824.0,1
295,Agent 2266,60685.056,2
295,Agent 2290,10000,0
295,Agent 2291,10000,0
295,Agent 2292,10000,0
295,Agent 2293,10000,0
295,Agent 2294,10000,0
295,Agent 2295,10000,0
295,Agent 2296,10000,0
295,Agent 2297,10000,0
296,Agent 2296,181200.0,1
296,Agent 2289,37654.4,1
296,Agent 2298,10000,0
296,Agent 2299,10000,0
296,Agent 2300,10000,0
296,Agent 2301,10000,0
296,Agent 2302,10000,0
296,Agent 2303,10000,0
296,Agent 2304,10000,0
296,Agent 2305,10000,0
297,Agent 2299,216599.0,1
297,Agent 2296,20563.75,1
297,Agent 2306,10000,0
297,Agent 2307,10000,0
297,Agent 2308,10000,0
297,Agent 2309,10000,0
297,Agent 2310,10000,0
297,Agent 2311,10000,0
297,Agent 2312,10000,0
297,Agent 2313,10000,0
298,Agent 2307,113860.0,1
298,Agent 2299,73188.936,1
298,Agent 2314,10000,0
298,Agent 2315,10000,0
298,Agent 2316,10000,0
298,Agent 2317,10000,0
298,Agent 2318,10000,0
298,Agent 2319,10000,0
298,Agent 2320,10000,0
298,Agent 2321,10000,0
299,Agent 2299,54919.736000000004,1
299,Agent 2320,116538.0,1
299,Agent 2307,95590.8,1
299,Agent 2322,10000,0
299,Agent 2323,10000,0
299,Agent 2324,10000,0
299,Agent 2325,10000,0
299,Agent 2326,10000,0
299,Agent 2327,10000,0
299,Agent 2328,10000,0
300,Agent 2320,337047.34752,2
300,Agent 2329,10000,0
300,Agent 2330,10000,0
300,Agent 2331,10000,0
300,Agent 2332,10000,0
300,Agent 2333,10000,0
300,Agent 2334,10000,0
300,Agent 2335,10000,0
300,Agent 2336,10000,0
300,Agent 2337,10000,0
301,Agent 2320,427046.4289376,3
301,Agent 2338,10000,0
301,Agent 2339,10000,0
301,Agent 2340,10000,0
301,Agent 2341,10000,0
301,Agent 2342,10000,0
301,Agent 2343,10000,0
301,Agent 2344,10000,0
301,Agent 2345,10000,0
301,Agent 2346,10000,0
302,Agent 2320,517045.474417536,4
302,Agent 2347,10000,0
302,Agent 2348,10000,0
302,Agent 2349,10000,0
302,Agent 2350,10000,0
302,Agent 2351,10000,0
302,Agent 2352,10000,0
302,Agent 2353,10000,0
302,Agent 2354,10000,0
302,Agent 2355,10000,0
303,Agent 2351,404612.0,1
303,Agent 2320,202433.38976701442,4
303,Agent 2356,10000,0
303,Agent 2357,10000,0
303,Agent 2358,10000,0
303,Agent 2359,10000,0
303,Agent 2360,10000,0
303,Agent 2361,10000,0
303,Agent 2362,10000,0
303,Agent 2363,10000,0
304,Agent 2362,530084.0,1
304,Agent 2351,156960.80000000002,1
304,Agent 2364,10000,0
304,Agent 2365,10000,0
304,Agent 2366,10000,0
304,Agent 2367,10000,0
304,Agent 2368,10000,0
304,Agent 2369,10000,0
304,Agent 2370,10000,0
304,Agent 2371,10000,0
305,Agent 2351,146960.80000000002,1
305,Agent 2364,100000.0,1
305,Agent 2362,520084.0,1
305,Agent 2372,10000,0
305,Agent 2373,10000,0
305,Agent 2374,10000,0
305,Agent 2375,10000,0
305,Agent 2376,10000,0
305,Agent 2377,10000,0
305,Agent 2378,10000,0
306,Agent 2362,415387.92,1
306,Agent 2374,136766.0,1
306,Agent 2351,42264.720000000016,1
306,Agent 2379,10000,0
306,Agent 2380,10000,0
306,Agent 2381,10000,0
306,Agent 2382,10000,0
306,Agent 2383,10000,0
306,Agent 2384,10000,0
306,Agent 2385,10000,0
307,Agent 2384,175884.0,1
307,Agent 2362,46387.024000000005,1
307,Agent 2386,10000,0
307,Agent 2387,10000,0
307,Agent 2388,10000,0
307,Agent 2389,10000,0
307,Agent 2390,10000,0
307,Agent 2391,10000,0
307,Agent 2392,10000,0
307,Agent 2393,10000,0
308,Agent 2362,91361.0,2
308,Agent 2389,91361.0,1
308,Agent 2384,119548.8,1
308,Agent 2394,10000,0
308,Agent 2395,10000,0
308,Agent 2396,10000,0
308,Agent 2397,10000,0
308,Agent 2398,10000,0
308,Agent 2399,10000,0
308,Agent 2400,10000,0
309,Agent 2384,22552.659360000005,1
309,Agent 2396,139092.0,1
309,Agent 2401,10000,0
309,Agent 2402,10000,0
309,Agent 2403,10000,0
309,Agent 2404,10000,0
309,Agent 2405,10000,0
309,Agent 2406,10000,0
309,Agent 2407,10000,0
309,Agent 2408,10000,0
310,Agent 2396,118770.53625599999,1
310,Agent 2408,120642.0,1
310,Agent 2384,2231.1956160000045,1
310,Agent 2409,10000,0
310,Agent 2410,10000,0
310,Agent 2411,10000,0
310,Agent 2412,10000,0
310,Agent 2413,10000,0
310,Agent 2414,10000,0
310,Agent 2415,10000,0
311,Agent 2408,24266.478246400016,1
311,Agent 2411,216794.0,1
311,Agent 2396,22395.01450240001,1
311,Agent 2416,10000,0
311,Agent 2417,10000,0
311,Agent 2418,10000,0
311,Agent 2419,10000,0
311,Agent 2420,10000,0
311,Agent 2421,10000,0
311,Agent 2422,10000,0
312,Agent 2411,102748.2463744,1
312,Agent 2421,105513.0,1
312,Agent 2423,10000,0
312,Agent 2424,10000,0
312,Agent 2425,10000,0
312,Agent 2426,10000,0
312,Agent 2427,10000,0
312,Agent 2428,10000,0
312,Agent 2429,10000,0
312,Agent 2430,10000,0
313,Agent 2428,95400.0,1
313,Agent 2411,30559.7963744,1
313,Agent 2421,33324.55,1
313,Agent 2431,10000,0
313,Agent 2432,10000,0
313,Agent 2433,10000,0
313,Agent 2434,10000,0
313,Agent 2435,10000,0
313,Agent 2436,10000,0
313,Agent 2437,10000,0
314,Agent 2411,189323.0,2
314,Agent 2428,39959.566083640326,1
314,Agent 2438,10000,0
314,Agent 2439,10000,0
314,Agent 2440,10000,0
314,Agent 2441,10000,0
314,Agent 2442,10000,0
314,Agent 2443,10000,0
314,Agent 2444,10000,0
314,Agent 2445,10000,0
315,Agent 2440,64686.0,1
315,Agent 2445,64686.0,1
315,Agent 2411,95250.1896,2
315,Agent 2446,10000,0
315,Agent 2447,10000,0
315,Agent 2448,10000,0
315,Agent 2449,10000,0
315,Agent 2450,10000,0
315,Agent 2451,10000,0
315,Agent 2452,10000,0
316,Agent 2411,15021.221440000001,2
316,Agent 2452,227346.0,1
316,Agent 2453,10000,0
316,Agent 2454,10000,0
316,Agent 2455,10000,0
316,Agent 2456,10000,0
316,Agent 2457,10000,0
316,Agent 2458,10000,0
316,Agent 2459,10000,0
316,Agent 2460,10000,0
317,Agent 2452,171644.78970879997,1
317,Agent 2454,150722.0,1
317,Agent 2461,10000,0
317,Agent 2462,10000,0
317,Agent 2463,10000,0
317,Agent 2464,10000,0
317,Agent 2465,10000,0
317,Agent 2466,10000,0
317,Agent 2467,10000,0
317,Agent 2468,10000,0
318,Agent 2464,166197.0,1
318,Agent 2452,33730.98496796671,1
318,Agent 2454,12808.195259166727,1
318,Agent 2469,10000,0
318,Agent 2470,10000,0
318,Agent 2471,10000,0
318,Agent 2472,10000,0
318,Agent 2473,10000,0
318,Agent 2474,10000,0
318,Agent 2475,10000,0
319,Agent 2475,147180.0,1
319,Agent 2464,47444.40719203498,1
319,Agent 2476,10000,0
319,Agent 2477,10000,0
319,Agent 2478,10000,0
319,Agent 2479,10000,0
319,Agent 2480,10000,0
319,Agent 2481,10000,0
319,Agent 2482,10000,0
319,Agent 2483,10000,0
320,Agent 2479,207219.0,1
320,Agent 2475,37746.8,1
320,Agent 2484,10000,0
320,Agent 2485,10000,0
320,Agent 2486,10000,0
320,Agent 2487,10000,0
320,Agent 2488,10000,0
320,Agent 2489,10000,0
320,Agent 2490,10000,0
320,Agent 2491,10000,0
321,Agent 2488,187087.0,1
321,Agent 2479,96514.81,1
321,Agent 2492,10000,0
321,Agent 2493,10000,0
321,Agent 2494,10000,0
321,Agent 2495,10000,0
321,Agent 2496,10000,0
321,Agent 2497,10000,0
321,Agent 2498,10000,0
321,Agent 2499,10000,0
322,Agent 2497,53382.0,1
322,Agent 2488,109984.49822400001,1
322,Agent 2479,200233.308224,2
322,Agent 2500,10000,0
322,Agent 2501,10000,0
322,Agent 2502,10000,0
322,Agent 2503,10000,0
322,Agent 2504,10000,0
322,Agent 2505,10000,0
322,Agent 2506,10000,0
323,Agent 2479,69547.3242896,2
323,Agent 2503,294505.0,1
323,Agent 2507,10000,0
323,Agent 2508,10000,0
323,Agent 2509,10000,0
323,Agent 2510,10000,0
323,Agent 2511,10000,0
323,Agent 2512,10000,0
323,Agent 2513,10000,0
323,Agent 2514,10000,0
324,Agent 2503,271825.93514208,1
324,Agent 2514,125358.0,1
324,Agent 2479,46868.25943168,2
324,Agent 2515,10000,0
324,Agent 2516,10000,0
324,Agent 2517,10000,0
324,Agent 2518,10000,0
324,Agent 2519,10000,0
324,Agent 2520,10000,0
324,Agent 2521,10000,0
325,Agent 2514,53509.0,1
325,Agent 2520,197837.0,1
325,Agent 2503,199976.93514208,1
325,Agent 2522,10000,0
325,Agent 2523,10000,0
325,Agent 2524,10000,0
325,Agent 2525,10000,0
325,Agent 2526,10000,0
325,Agent 2527,10000,0
325,Agent 2528,10000,0
326,Agent 2520,48122.06269770239,1
326,Agent 2503,473198.9978397824,2
326,Agent 2529,10000,0
326,Agent 2530,10000,0
326,Agent 2531,10000,0
326,Agent 2532,10000,0
326,Agent 2533,10000,0
326,Agent 2534,10000,0
326,Agent 2535,10000,0
326,Agent 2536,10000,0
327,Agent 2530,80473.0,1
327,Agent 2503,520846.6109212026,3
327,Agent 2537,10000,0
327,Agent 2538,10000,0
327,Agent 2539,10000,0
327,Agent 2540,10000,0
327,Agent 2541,10000,0
327,Agent 2542,10000,0
327,Agent 2543,10000,0
327,Agent 2544,10000,0
328,Agent 2503,305838.36655272153,3
328,Agent 2537,375481.0,1
328,Agent 2545,10000,0
328,Agent 2546,10000,0
328,Agent 2547,10000,0
328,Agent 2548,10000,0
328,Agent 2549,10000,0
328,Agent 2550,10000,0
328,Agent 2551,10000,0
328,Agent 2552,10000,0
329,Agent 2537,365481.0,1
329,Agent 2551,100000.0,1
329,Agent 2503,295838.36655272153,3
329,Agent 2553,10000,0
329,Agent 2554,10000,0
329,Agent 2555,10000,0
329,Agent 2556,10000,0
329,Agent 2557,10000,0
329,Agent 2558,10000,0
329,Agent 2559,10000,0
330,Agent 2503,652.2765869050636,3
330,Agent 2555,402539.0,1
330,Agent 2537,70294.91003418354,1
330,Agent 2560,10000,0
330,Agent 2561,10000,0
330,Agent 2562,10000,0
330,Agent 2563,10000,0
330,Agent 2564,10000,0
330,Agent 2565,10000,0
330,Agent 2566,10000,0
331,Agent 2555,381310.5269897449,1
331,Agent 2537,49066.437023928476,1
331,Agent 2566,91980.0,1
331,Agent 2567,10000,0
331,Agent 2568,10000,0
331,Agent 2569,10000,0
331,Agent 2570,10000,0
331,Agent 2571,10000,0
331,Agent 2572,10000,0
331,Agent 2573,10000,0
332,Agent 2566,467753.0,2
332,Agent 2555,99682.22091093558,1
332,Agent 2574,10000,0
332,Agent 2575,10000,0
332,Agent 2576,10000,0
332,Agent 2577,10000,0
332,Agent 2578,10000,0
332,Agent 2579,10000,0
332,Agent 2580,10000,0
332,Agent 2581,10000,0
333,Agent 2575,243033.0,1
333,Agent 2566,51763.39200000001,2
333,Agent 2582,10000,0
333,Agent 2583,10000,0
333,Agent 2584,10000,0
333,Agent 2585,10000,0
333,Agent 2586,10000,0
333,Agent 2587,10000,0
333,Agent 2588,10000,0
333,Agent 2589,10000,0
334,Agent 2566,281763.0,3
334,Agent 2575,74426.56000000001,1
334,Agent 2590,10000,0
334,Agent 2591,10000,0
334,Agent 2592,10000,0
334,Agent 2593,10000,0
334,Agent 2594,10000,0
334,Agent 2595,10000,0
334,Agent 2596,10000,0
334,Agent 2597,10000,0
335,Agent 2596,140856.0,1
335,Agent 2566,87081.30480000001,3
335,Agent 2598,10000,0
335,Agent 2599,10000,0
335,Agent 2600,10000,0
335,Agent 2601,10000,0
335,Agent 2602,10000,0
335,Agent 2603,10000,0
335,Agent 2604,10000,0
335,Agent 2605,10000,0
336,Agent 2603,258744.0,1
336,Agent 2596,49192.8,1
336,Agent 2606,10000,0
336,Agent 2607,10000,0
336,Agent 2608,10000,0
336,Agent 2609,10000,0
336,Agent 2610,10000,0
336,Agent 2611,10000,0
336,Agent 2612,10000,0
336,Agent 2613,10000,0
337,Agent 2603,387936.0,2
337,Agent 2614,10000,0
337,Agent 2615,10000,0
337,Agent 2616,10000,0
337,Agent 2617,10000,0
337,Agent 2618,10000,0
337,Agent 2619,10000,0
337,Agent 2620,10000,0
337,Agent 2621,10000,0
337,Agent 2622,10000,0
338,Agent 2603,477936.0,3
338,Agent 2623,10000,0
338,Agent 2624,10000,0
338,Agent 2625,10000,0
338,Agent 2626,10000,0
338,Agent 2627,10000,0
338,Agent 2628,10000,0
338,Agent 2629,10000,0
338,Agent 2630,10000,0
338,Agent 2631,10000,0
339,Agent 2629,147018.0,1
339,Agent 2603,420917.4,3
339,Agent 2632,10000,0
339,Agent 2633,10000,0
339,Agent 2634,10000,0
339,Agent 2635,10000,0
339,Agent 2636,10000,0
339,Agent 2637,10000,0
339,Agent 2638,10000,0
339,Agent 2639,10000,0
340,Agent 2603,647934.37,4
340,Agent 2640,10000,0
340,Agent 2641,10000,0
340,Agent 2642,10000,0
340,Agent 2643,10000,0
340,Agent 2644,10000,0
340,Agent 2645,10000,0
340,Agent 2646,10000,0
340,Agent 2647,10000,0
340,Agent 2648,10000,0
341,Agent 2640,54125.0,1
341,Agent 2644,45874.0,1
341,Agent 2603,637934.37,4
341,Agent 2649,10000,0
341,Agent 2650,10000,0
341,Agent 2651,10000,0
341,Agent 2652,10000,0
341,Agent 2653,10000,0
341,Agent 2654,10000,0
341,Agent 2655,10000,0
342,Agent 2603,242146.5354,4
342,Agent 2640,462009.0,2
342,Agent 2656,10000,0
342,Agent 2657,10000,0
342,Agent 2658,10000,0
342,Agent 2659,10000,0
342,Agent 2660,10000,0
342,Agent 2661,10000,0
342,Agent 2662,10000,0
342,Agent 2663,10000,0
343,Agent 2656,461607.0,1
343,Agent 2603,51342.93539999999,4
343,Agent 2640,271205.4,2
343,Agent 2664,10000,0
343,Agent 2665,10000,0
343,Agent 2666,10000,0
343,Agent 2667,10000,0
343,Agent 2668,10000,0
343,Agent 2669,10000,0
343,Agent 2670,10000,0
344,Agent 2656,296051.8368,1
344,Agent 2640,558103.2368,3
344,Agent 2671,10000,0
344,Agent 2672,10000,0
344,Agent 2673,10000,0
344,Agent 2674,10000,0
344,Agent 2675,10000,0
344,Agent 2676,10000,0
344,Agent 2677,10000,0
344,Agent 2678,10000,0
345,Agent 2640,131025.69999999995,3
345,Agent 2678,377614.0,1
345,Agent 2679,10000,0
345,Agent 2680,10000,0
345,Agent 2681,10000,0
345,Agent 2682,10000,0
345,Agent 2683,10000,0
345,Agent 2684,10000,0
345,Agent 2685,10000,0
345,Agent 2686,10000,0
346,Agent 2681,349379.0,1
346,Agent 2678,114845.07648,1
346,Agent 2687,10000,0
346,Agent 2688,10000,0
346,Agent 2689,10000,0
346,Agent 2690,10000,0
346,Agent 2691,10000,0
346,Agent 2692,10000,0
346,Agent 2693,10000,0
346,Agent 2694,10000,0
347,Agent 2678,346465.0,2
347,Agent 2681,126565.55519999999,1
347,Agent 2695,10000,0
347,Agent 2696,10000,0
347,Agent 2697,10000,0
347,Agent 2698,10000,0
347,Agent 2699,10000,0
347,Agent 2700,10000,0
347,Agent 2701,10000,0
347,Agent 2702,10000,0
348,Agent 2681,421090.0,2
348,Agent 2678,65969.83344,2
348,Agent 2703,10000,0
348,Agent 2704,10000,0
348,Agent 2705,10000,0
348,Agent 2706,10000,0
348,Agent 2707,10000,0
348,Agent 2708,10000,0
348,Agent 2709,10000,0
348,Agent 2710,10000,0
349,Agent 2678,239955.0,3
349,Agent 2681,261683.2,2
349,Agent 2711,10000,0
349,Agent 2712,10000,0
349,Agent 2713,10000,0
349,Agent 2714,10000,0
349,Agent 2715,10000,0
349,Agent 2716,10000,0
349,Agent 2717,10000,0
349,Agent 2718,10000,0
350,Agent 2717,145649.0,1
350,Agent 2678,15877.810399999973,3
350,Agent 2681,37606.01040000001,2
350,Agent 2719,10000,0
350,Agent 2720,10000,0
350,Agent 2721,10000,0
350,Agent 2722,10000,0
350,Agent 2723,10000,0
350,Agent 2724,10000,0
350,Agent 2725,10000,0
351,Agent 2717,269132.0,2
351,Agent 2726,10000,0
351,Agent 2727,10000,0
351,Agent 2728,10000,0
351,Agent 2729,10000,0
351,Agent 2730,10000,0
351,Agent 2731,10000,0
351,Agent 2732,10000,0
351,Agent 2733,10000,0
351,Agent 2734,10000,0
352,Agent 2734,176530.0,1
352,Agent 2717,73040.8,2
352,Agent 2735,10000,0
352,Agent 2736,10000,0
352,Agent 2737,10000,0
352,Agent 2738,10000,0
352,Agent 2739,10000,0
352,Agent 2740,10000,0
352,Agent 2741,10000,0
352,Agent 2742,10000,0
353,Agent 2738,209787.0,1
353,Agent 2734,28976.976000000002,1
353,Agent 2743,10000,0
353,Agent 2744,10000,0
353,Agent 2745,10000,0
353,Agent 2746,10000,0
353,Agent 2747,10000,0
353,Agent 2748,10000,0
353,Agent 2749,10000,0
353,Agent 2750,10000,0
354,Agent 2734,65439.0,2
354,Agent 2743,65439.0,1
354,Agent 2746,65439.0,1
354,Agent 2738,88160.4,1
354,Agent 2751,10000,0
354,Agent 2752,10000,0
354,Agent 2753,10000,0
354,Agent 2754,10000,0
354,Agent 2755,10000,0
354,Agent 2756,10000,0
355,Agent 2738,13632.839999999997,1
355,Agent 2752,111312.0,1
355,Agent 2734,219531.0,3
355,Agent 2757,10000,0
355,Agent 2758,10000,0
355,Agent 2759,10000,0
355,Agent 2760,10000,0
355,Agent 2761,10000,0
355,Agent 2762,10000,0
355,Agent 2763,10000,0
356,Agent 2734,34349.00999999998,3
356,Agent 2760,152728.0,1
356,Agent 2764,10000,0
356,Agent 2765,10000,0
356,Agent 2766,10000,0
356,Agent 2767,10000,0
356,Agent 2768,10000,0
356,Agent 2769,10000,0
356,Agent 2770,10000,0
356,Agent 2771,10000,0
357,Agent 2769,134803.0,1
357,Agent 2760,35513.697,1
357,Agent 2772,10000,0
357,Agent 2773,10000,0
357,Agent 2774,10000,0
357,Agent 2775,10000,0
357,Agent 2776,10000,0
357,Agent 2777,10000,0
357,Agent 2778,10000,0
357,Agent 2779,10000,0
358,Agent 2778,107334.0,1
358,Agent 2769,117280.6029,1
358,Agent 2760,17991.299899999998,1
358,Agent 2780,10000,0
358,Agent 2781,10000,0
358,Agent 2782,10000,0
358,Agent 2783,10000,0
358,Agent 2784,10000,0
358,Agent 2785,10000,0
358,Agent 2786,10000,0
359,Agent 2784,78440.0,1
359,Agent 2778,6620.390074799998,1
359,Agent 2769,227542.9929748,2
359,Agent 2787,10000,0
359,Agent 2788,10000,0
359,Agent 2789,10000,0
359,Agent 2790,10000,0
359,Agent 2791,10000,0
359,Agent 2792,10000,0
